ndb_no,shrt_desc,water_g,energ_kcal,protein_g,lipid_tot_g,ash_g,carbohydrt_g,fiber_td_g,sugar_tot_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_ug,vit_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,panto_acid_mg,vit_b6_mg,folate_tot_ug,folic_acid_ug,food_folate_ug,folate_dfe_ug,vit_b12_ug,vit_a_iu,vit_a_rae,retinol_ug,alpha_carot_ug,beta_carot_ug,beta_crypt_ug,lycopene_ug,lut_zea_ug,vit_e_mg,vit_d_ug,vit_d_iu,fa_sat_g,fa_mono_g,fa_poly_g,cholestrl_mg,gmwt_1,gmwt_desc1,refuse_pct,healthiness_score,health_category
13882,326,62.58,204,28.13,9.26,1.13,0.0,0.0,0.0,7.0,2.24,18.0,177.0,228.0,37.0,4.74,0.072,0.01,27.7,0.0,0.071,0.141,4.747,0.555,0.369,9.0,0.0,9.0,9.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3.515,3.949,0.357,83.0,85.0,4,9.0,77.18872050276993,0
13884,344,61.56,219,27.45,11.34,1.13,0.0,0.0,0.0,6.0,2.81,26.0,230.0,367.0,63.0,6.67,0.119,0.016,26.8,0.0,0.09,0.26,3.59,0.45,0.38,8.0,0.0,8.0,8.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,7.0,4.24,4.68,0.44,82.0,85.0,4,4.0,76.71265272554317,0
13888,345,62.31,210,27.63,10.24,1.14,0.0,0.0,0.0,6.0,2.83,26.0,232.0,370.0,64.0,6.73,0.12,0.016,26.9,0.0,0.09,0.26,3.61,0.45,0.38,8.0,0.0,8.0,8.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2,7.0,3.81,4.22,0.4,82.0,85.0,4,4.0,76.88825511232375,0
13889,393,71.12,152,20.07,7.94,0.99,0.0,0.0,0.0,12.0,2.5,19.0,199.0,336.0,81.0,7.53,0.093,0.01,22.2,0.0,0.08,0.245,3.793,0.869,0.414,3.0,0.0,3.0,3.0,4.29,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,4.0,3.25,3.94,0.71,68.0,85.0,4,15.0,74.3627574692784,0
13892,373,54.68,238,34.34,10.13,1.66,0.0,0.0,0.0,5.0,3.16,24.0,215.0,319.0,45.0,4.34,0.118,0.017,32.5,0.0,0.07,0.24,3.65,0.36,0.27,9.0,0.0,9.0,9.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,7.0,3.78,4.15,0.42,90.0,85.0,4,3.0,79.28403641940557,0
13893,370,59.59,204,30.67,9.0,1.16,0.0,0.0,0.0,7.0,2.53,20.0,193.0,252.0,41.0,5.2,0.074,0.011,31.7,0.0,0.07,0.163,5.36,0.605,0.403,10.0,0.0,10.0,10.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.1,6.0,3.415,3.837,0.367,90.0,85.0,4,1.0,78.09232273424388,0
13895,374,53.83,250,34.09,11.61,1.65,0.0,0.0,0.0,5.0,3.14,24.0,214.0,317.0,45.0,4.31,0.118,0.017,32.5,0.0,0.07,0.24,3.63,0.35,0.27,9.0,0.0,9.0,9.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4.33,4.76,0.48,90.0,85.0,4,2.0,79.05019404504951,0
13896,376,58.46,224,30.7,10.27,1.18,0.0,0.0,0.0,7.0,2.54,20.0,187.0,248.0,40.0,5.09,0.067,0.011,32.4,0.0,0.064,0.173,5.55,0.604,0.403,10.0,0.0,10.0,10.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,3.898,4.379,0.396,92.0,85.0,4,3.0,77.97328372933583,0
13899,375,55.63,225,34.6,8.54,1.67,0.0,0.0,0.0,4.0,3.18,25.0,217.0,321.0,45.0,4.37,0.119,0.017,32.5,0.0,0.07,0.24,3.67,0.36,0.27,9.0,0.0,9.0,9.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3.2,3.51,0.35,90.0,85.0,4,3.0,79.52935030646587,0
13900,378,60.72,201,30.63,7.73,1.14,0.0,0.0,0.0,8.0,2.52,21.0,198.0,256.0,41.0,5.31,0.081,0.011,31.0,0.0,0.077,0.154,5.169,0.605,0.402,10.0,0.0,10.0,10.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,2.933,3.296,0.298,87.0,85.0,4,2.0,78.21109701193566,0
13902,377,59.51,225,31.27,10.1,1.36,0.0,0.0,0.0,6.0,2.84,30.0,243.0,436.0,61.0,5.49,0.121,0.017,28.0,0.0,0.12,0.26,5.95,0.48,0.55,12.0,0.0,12.0,12.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3.61,4.01,0.46,84.0,85.0,4,1.0,78.22777482655954,0
13903,394,73.04,137,20.28,6.21,1.24,0.0,0.0,0.0,12.0,2.49,20.0,210.0,344.0,86.0,7.84,0.098,0.011,23.6,0.0,0.11,0.277,4.13,1.003,0.39,3.0,0.0,3.0,3.0,4.39,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,3.0,2.54,2.95,0.66,71.0,85.0,4,14.0,74.61071862850123,0
13904,18,69.89,165,20.32,9.29,0.98,0.0,0.0,0.0,13.0,2.0,22.0,210.0,344.0,80.0,4.98,0.067,0.002,23.1,0.0,0.075,0.154,6.019,0.689,0.59,3.0,0.0,3.0,3.0,1.76,12.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,4.0,3.592,4.586,0.691,67.0,85.0,4,1.0,74.36399286295425,0
13905,404,64.12,218,20.36,14.58,0.93,0.0,0.0,0.0,19.0,1.91,10.0,188.0,246.0,52.0,3.19,0.052,0.003,20.7,0.0,0.048,0.241,4.961,0.331,0.59,3.0,0.0,3.0,3.0,1.8,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.23,0.1,5.0,6.171,6.836,0.689,61.0,85.0,4,23.0,73.7553849927906,0
13906,417,54.76,284,24.85,19.78,0.95,0.0,0.0,0.0,19.0,2.95,20.0,207.0,255.0,63.0,4.09,0.064,0.003,25.7,0.0,0.054,0.234,5.67,0.433,0.657,6.0,0.0,6.0,6.0,2.01,24.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.34,0.1,5.0,7.905,8.832,0.878,85.0,85.0,4,26.0,74.81941191731333,0
13907,422,63.43,228,20.0,15.83,0.91,0.0,0.0,0.0,21.0,1.64,10.0,174.0,229.0,35.0,3.31,0.053,0.002,19.8,0.0,0.047,0.195,5.164,0.433,0.568,5.0,0.0,5.0,5.0,1.66,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.27,0.1,5.0,6.684,7.312,0.72,62.0,85.0,4,25.0,73.52074843678578,0
13909,430,63.43,228,20.61,15.49,0.9,0.0,0.0,0.0,24.0,1.47,21.0,186.0,313.0,52.0,3.53,0.069,0.011,22.8,0.0,0.064,0.1,6.077,0.593,0.562,11.0,0.0,11.0,11.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,6.251,6.633,0.589,81.0,85.0,4,10.0,73.78715225874085,0
13911,197,61.49,237,19.32,17.1,0.79,0.0,0.0,0.0,6.0,1.61,19.0,166.0,302.0,54.0,3.2,0.071,0.013,16.6,0.0,0.09,0.14,3.95,0.32,0.4,6.0,0.0,6.0,11.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.91,7.41,0.61,82.0,85.0,4,10.0,73.15207166695198,0
13912,428,54.99,278,26.16,18.45,1.02,0.0,0.0,0.0,17.0,1.75,21.0,195.0,316.0,52.0,4.65,0.085,0.009,28.1,0.0,0.065,0.115,7.095,0.515,0.521,8.0,0.0,8.0,11.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,7.264,7.688,0.683,97.0,85.0,4,12.0,75.44972741920967,0
13913,199,63.95,224,20.59,15.04,0.87,0.0,0.0,0.0,23.0,1.47,21.0,189.0,313.0,52.0,3.45,0.071,0.009,23.5,0.0,0.074,0.112,5.502,0.583,0.569,11.0,0.0,11.0,11.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,6.067,6.438,0.572,80.0,85.0,4,9.0,73.8305675222062,0
13914,198,57.96,250,26.72,15.11,1.04,0.0,0.0,0.0,22.0,1.63,23.0,213.0,340.0,57.0,4.85,0.073,0.009,28.8,0.0,0.078,0.14,6.978,0.527,0.585,8.0,0.0,8.0,11.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,5.951,6.298,0.56,79.0,85.0,4,12.0,76.01792026769216,0
13917,434,61.52,247,19.61,18.16,0.92,0.0,0.0,0.0,23.0,1.42,20.0,180.0,302.0,50.0,3.41,0.067,0.011,22.0,0.0,0.061,0.095,5.782,0.56,0.535,11.0,0.0,11.0,11.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,8.41,8.93,0.79,85.0,85.0,4,2.0,72.85910688096628,0
13920,435,61.69,246,19.82,17.88,0.94,0.0,0.0,0.0,25.0,1.43,20.0,177.0,303.0,50.0,3.5,0.065,0.012,21.4,0.0,0.052,0.084,6.392,0.579,0.534,11.0,0.0,11.0,11.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,7.214,7.655,0.68,85.0,85.0,4,3.0,73.24984425215443,0
13929,448,66.09,201,20.3,12.71,1.03,0.0,0.0,0.0,24.0,1.48,21.0,187.0,315.0,52.0,3.55,0.069,0.011,22.9,0.0,0.063,0.098,5.986,0.584,0.554,11.0,0.0,11.0,11.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,5.127,5.44,0.483,75.0,85.0,4,3.0,73.98587415574079,0
13932,449,56.81,257,26.8,15.75,1.1,0.0,0.0,0.0,18.0,1.81,22.0,201.0,327.0,54.0,4.81,0.088,0.009,29.0,0.0,0.067,0.118,7.269,0.528,0.534,8.0,0.0,8.0,8.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,6.202,6.564,0.583,96.0,85.0,4,4.0,75.95500343262957,0
13934,451,67.32,189,20.68,11.13,1.08,0.0,0.0,0.0,24.0,1.51,21.0,194.0,321.0,53.0,3.54,0.073,0.01,24.1,0.0,0.074,0.112,5.526,0.586,0.571,11.0,0.0,11.0,11.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,4.491,4.765,0.423,72.0,85.0,4,3.0,74.29189881772825,0
13935,450,59.92,230,27.12,12.71,1.11,0.0,0.0,0.0,22.0,1.66,23.0,217.0,345.0,57.0,4.93,0.074,0.009,29.3,0.0,0.079,0.142,7.083,0.535,0.594,8.0,0.0,8.0,8.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,5.004,5.296,0.471,89.0,85.0,4,5.0,76.39215630906726,0
13937,88,64.39,171,25.95,6.69,1.13,0.0,0.0,0.0,7.0,3.2,22.0,223.0,386.0,74.0,6.39,0.1,0.083,30.0,0.0,0.087,0.244,3.415,0.433,0.269,9.0,0.0,9.0,9.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,6.0,1.96,3.51,0.25,87.0,85.0,6,11.0,76.75853877636021,0
13940,89,64.21,172,28.09,5.82,1.3,0.0,0.0,0.0,7.0,3.19,22.0,222.0,384.0,74.0,6.39,0.1,0.083,30.0,0.0,0.094,0.264,3.696,0.433,0.291,10.0,0.0,10.0,10.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,5.0,2.15,2.92,0.34,90.0,85.0,6,9.0,77.45830105132,0
13943,473,64.21,178,28.54,6.25,1.22,0.0,0.0,0.0,12.0,2.95,26.0,249.0,372.0,68.0,8.03,0.107,0.013,32.6,0.0,0.08,0.218,5.613,0.74,0.681,7.0,0.0,7.0,7.0,3.3,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,5.0,2.596,3.249,0.407,81.0,85.0,6,8.0,77.52554176424806,0
13946,392,65.24,169,28.71,5.17,1.25,0.0,0.0,0.0,12.0,2.94,25.0,249.0,371.0,68.0,8.43,0.103,0.014,31.2,0.0,0.1,0.235,5.435,0.84,0.674,7.0,0.0,7.0,7.0,3.62,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,4.0,2.192,2.603,0.306,83.0,85.0,6,8.0,77.68896669908104,0
13948,119,64.17,192,27.66,8.23,1.09,0.0,0.0,0.0,20.0,1.74,23.0,210.0,339.0,56.0,4.9,0.082,0.009,29.4,0.0,0.075,0.133,7.363,0.545,0.579,9.0,0.0,9.0,9.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,3.395,3.317,0.322,79.0,85.0,4,0.0,77.02811932491029,0
13949,122,65.01,183,27.78,7.15,1.13,0.0,0.0,0.0,22.0,1.68,24.0,220.0,351.0,58.0,5.01,0.076,0.01,29.8,0.0,0.081,0.146,7.256,0.548,0.609,9.0,0.0,9.0,9.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,2.951,2.882,0.28,78.0,85.0,4,0.0,77.18624971541824,0
13950,23,59.38,205,33.59,6.77,0.98,0.0,0.0,0.0,20.0,2.78,22.0,208.0,275.0,57.0,8.01,0.105,0.011,32.5,0.0,0.063,0.158,4.175,0.572,0.285,9.0,0.0,9.0,9.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,2.666,2.913,0.25,93.0,85.0,4,0.0,79.28774260043309,0
13951,261,59.16,234,27.95,12.71,1.12,0.0,0.0,0.0,22.0,1.7,24.0,223.0,355.0,59.0,5.06,0.076,0.01,30.1,0.0,0.081,0.146,7.301,0.552,0.612,9.0,0.0,9.0,9.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,4.934,5.205,0.472,92.0,85.0,4,8.0,76.69482775964886,0
13952,282,57.52,249,27.27,14.74,1.1,0.0,0.0,0.0,20.0,1.75,23.0,212.0,340.0,56.0,4.93,0.082,0.01,29.5,0.0,0.074,0.131,7.257,0.538,0.571,8.0,0.0,8.0,8.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,5.72,6.034,0.547,89.0,85.0,4,8.0,76.25732191358951,0
13954,30,70.08,165,20.64,8.55,1.03,0.0,0.0,0.0,25.0,1.49,21.0,189.0,317.0,52.0,3.58,0.07,0.011,23.1,0.0,0.064,0.1,6.087,0.594,0.563,11.0,0.0,11.0,11.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,3.14,4.246,0.394,66.0,85.0,4,1.0,74.64778043877654,0
13955,31,61.82,221,25.66,12.36,1.03,0.0,0.0,0.0,17.0,1.7,20.0,189.0,308.0,50.0,4.52,0.083,0.009,27.3,0.0,0.064,0.113,6.959,0.505,0.511,8.0,0.0,8.0,8.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,4.546,6.121,0.406,85.0,85.0,4,2.0,76.01747905566506,0
13956,32,69.37,174,20.64,9.51,1.0,0.0,0.0,0.0,25.0,1.47,21.0,183.0,313.0,51.0,3.61,0.067,0.013,22.1,0.0,0.055,0.087,6.658,0.603,0.556,11.0,0.0,11.0,11.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,3.493,4.724,0.438,68.0,85.0,4,2.0,74.55256688333118,0
13957,33,63.45,201,26.44,9.78,1.06,0.0,0.0,0.0,21.0,1.62,23.0,212.0,338.0,56.0,4.82,0.073,0.009,28.7,0.0,0.077,0.138,6.906,0.522,0.579,8.0,0.0,8.0,8.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,3.595,4.841,0.321,81.0,85.0,4,1.0,76.54102124700637,0
13958,34,70.73,157,20.64,7.68,1.06,0.0,0.0,0.0,24.0,1.51,21.0,194.0,321.0,53.0,3.54,0.073,0.01,24.1,0.0,0.074,0.112,5.516,0.585,0.57,11.0,0.0,11.0,11.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,2.822,3.816,0.354,65.0,85.0,4,1.0,74.73196369354471,0
13961,96,65.59,161,25.74,5.69,1.5,0.0,0.0,0.0,8.0,3.02,23.0,234.0,293.0,73.0,7.83,0.121,0.083,25.2,0.0,0.11,0.229,3.613,0.433,0.32,8.0,0.0,8.0,8.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,1.71,2.71,0.4,94.0,85.0,8,5.0,76.74000787122256,0
13963,97,67.26,157,26.13,5.02,1.15,0.0,0.0,0.0,7.0,2.8,23.0,217.0,293.0,68.0,7.83,0.112,0.083,25.3,0.0,0.112,0.232,3.668,0.433,0.324,8.0,0.0,8.0,8.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,2.0,2.46,0.36,99.0,85.0,6,3.0,76.80089513096055,0
13965,109,61.63,217,26.11,11.65,1.03,0.0,0.0,0.0,7.0,2.81,24.0,218.0,304.0,68.0,8.92,0.113,0.083,20.0,0.0,0.112,0.232,3.665,0.433,0.324,8.0,0.0,8.0,8.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,3.62,5.73,0.41,93.0,85.0,6,15.0,76.37556673684878,0
13967,110,64.32,184,26.16,8.0,1.21,0.0,0.0,0.0,7.0,2.8,24.0,217.0,304.0,68.0,8.92,0.112,0.083,20.0,0.0,0.141,0.228,4.049,0.433,0.478,9.0,0.0,9.0,9.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,2.71,3.33,0.31,94.0,85.0,6,19.0,76.63235213661336,0
13970,120,70.73,155,21.22,7.17,1.0,0.0,0.0,0.0,25.0,1.55,22.0,195.0,328.0,54.0,3.7,0.072,0.012,23.9,0.0,0.066,0.102,6.257,0.61,0.579,11.0,0.0,11.0,11.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,2.978,2.924,0.277,65.0,85.0,4,0.0,74.89362378026935,0
13971,123,71.99,145,21.22,6.06,0.98,0.0,0.0,0.0,24.0,1.54,22.0,197.0,326.0,54.0,3.6,0.074,0.01,24.5,0.0,0.076,0.115,5.671,0.601,0.586,11.0,0.0,11.0,11.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.514,2.469,0.234,62.0,85.0,4,1.0,75.02175175293537,0
13972,48,72.48,137,20.61,6.01,1.03,0.0,0.0,0.0,18.0,2.18,21.0,204.0,357.0,85.0,8.21,0.065,0.011,22.5,0.0,0.065,0.16,4.593,0.655,0.403,3.0,0.0,3.0,3.0,2.95,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,4.0,2.55,3.11,0.31,69.0,85.0,4,18.0,74.72984587581469,0
13973,49,72.16,139,20.67,6.21,1.05,0.0,0.0,0.0,17.0,2.18,21.0,201.0,332.0,85.0,8.25,0.063,0.011,21.8,0.0,0.06,0.157,4.593,0.59,0.383,3.0,0.0,3.0,3.0,2.91,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.23,0.1,4.0,2.644,3.299,0.336,67.0,85.0,4,20.0,74.72966939100385,0
13974,67,72.96,133,20.52,5.71,1.01,0.0,0.0,0.0,19.0,2.21,21.0,200.0,393.0,86.0,8.29,0.071,0.011,24.3,0.0,0.07,0.17,4.83,0.72,0.435,3.0,0.0,3.0,3.0,2.98,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,3.0,1.61,3.67,0.37,74.0,85.0,4,15.0,74.93633310449135,0
13975,19,69.47,169,20.15,9.86,0.96,0.0,0.0,0.0,13.0,1.98,22.0,212.0,349.0,79.0,4.93,0.069,0.002,21.6,0.0,0.07,0.154,6.115,0.647,0.586,3.0,0.0,3.0,3.0,1.68,12.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,4.0,3.704,4.772,0.701,67.0,85.0,4,1.0,74.27610342715853,0
13977,227,61.77,205,26.66,10.06,1.09,0.0,0.0,0.0,11.0,2.83,24.0,236.0,295.0,76.0,7.43,0.095,0.083,19.9,0.0,0.092,0.194,3.82,0.433,0.327,7.0,0.0,7.0,7.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,3.85,5.22,0.36,85.0,85.0,6,3.0,76.50881276902902,0
13979,228,59.17,233,24.18,14.37,0.95,0.0,0.0,0.0,10.0,2.66,25.0,221.0,393.0,94.0,5.72,0.089,0.083,18.7,0.0,0.119,0.195,4.331,0.433,0.495,8.0,0.0,8.0,8.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,5.97,7.38,0.6,91.0,85.0,6,5.0,75.02987005423378,0
13983,20,70.52,158,20.57,8.45,1.01,0.0,0.0,0.0,12.0,2.02,22.0,206.0,336.0,82.0,5.05,0.063,0.002,25.4,0.0,0.079,0.154,5.875,0.73,0.597,3.0,0.0,3.0,3.0,1.88,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,4.0,3.424,4.307,0.677,69.0,85.0,4,1.0,74.48965004826859,0
13985,460,64.67,182,26.75,8.34,1.08,0.0,0.0,0.0,17.0,1.69,23.0,211.0,340.0,55.0,4.93,0.079,0.01,30.9,0.0,0.073,0.136,7.655,0.526,0.574,9.0,0.0,9.0,9.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,3.108,4.205,0.268,78.0,85.0,1,6.0,76.7864233764721,0
15266,479,81.99,70,17.17,0.19,1.34,0.0,0.0,0.0,12.0,0.27,34.0,190.0,331.0,159.0,0.4,0.041,0.011,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.039,0.043,0.072,61.0,85.0,4,0.0,74.06388044212974,0
15267,478,79.34,80,19.42,0.26,1.42,0.0,0.0,0.0,13.0,0.29,37.0,206.0,364.0,166.0,0.44,0.043,0.011,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.053,0.059,0.097,74.0,85.0,4,0.0,74.81905894769166,0
15268,477,81.86,72,17.54,0.2,1.19,0.0,0.0,0.0,23.0,0.17,28.0,180.0,329.0,109.0,0.35,0.022,0.015,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.039,0.051,0.081,46.0,85.0,4,0.0,74.30919432919005,0
15269,476,78.37,84,20.42,0.25,1.33,0.0,0.0,0.0,17.0,0.16,35.0,205.0,372.0,134.0,0.43,0.019,0.012,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.048,0.055,0.108,61.0,85.0,4,0.0,75.25277037031807,0
17000,515,71.26,134,21.7,4.63,1.01,1.4,0.0,0.0,10.0,1.58,21.0,149.0,232.0,83.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.053,1.813,0.357,58.0,85.0,4,36.0,75.26909521532029,0
17071,494,59.33,209,33.31,8.4,0.96,0.0,0.0,0.0,11.0,2.24,23.0,173.0,258.0,77.0,7.09,0.136,0.01,9.9,0.0,0.043,0.148,4.103,0.497,0.077,12.0,0.0,9.0,11.0,1.36,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,2.0,2.631,2.269,0.506,115.0,85.0,1,48.0,79.12405293838385,0
17083,504,64.96,193,24.43,10.63,1.09,0.0,0.0,0.0,22.0,1.65,24.0,209.0,323.0,72.0,2.89,0.12,0.01,4.3,0.0,0.06,0.202,6.705,0.394,0.17,0.0,0.0,0.0,0.0,1.24,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,1.0,3.664,2.601,0.503,76.0,85.0,1,34.0,75.79387280033744,0
17135,523,54.49,252,31.26,13.14,1.16,0.0,0.0,0.0,17.0,1.2,27.0,243.0,321.0,79.0,4.32,0.128,0.035,14.0,0.0,0.05,0.35,6.58,1.01,0.35,15.0,0.0,15.0,15.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,5.18,5.15,0.87,108.0,85.0,4,26.0,77.73449978027641,0
17143,522,66.76,172,24.38,7.56,1.31,0.0,0.0,0.0,17.0,0.99,24.0,217.0,337.0,83.0,3.87,0.103,0.035,13.7,0.0,0.07,0.27,8.03,1.16,0.39,11.0,0.0,11.0,11.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,3.04,2.84,0.55,103.0,85.0,4,0.0,75.87434987407808,0
17149,470,71.59,146,20.23,7.21,0.91,0.05,0.0,0.0,11.0,2.78,21.0,194.0,328.0,70.0,4.59,0.14,0.083,20.0,0.0,0.141,0.246,5.322,0.433,0.383,12.0,0.0,12.0,12.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,2.917,2.753,0.336,55.0,85.0,0,0.0,74.54974312635782,0
17157,481,66.54,143,28.44,2.42,1.58,0.0,0.0,0.0,8.0,3.42,26.0,209.0,361.0,57.0,3.68,0.107,0.008,35.5,0.0,0.1,0.27,3.71,0.433,0.4,8.0,0.0,8.0,8.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.91,0.95,0.24,82.0,85.0,4,0.0,77.95422336976567,0
17167,482,66.28,146,30.19,1.9,1.32,0.0,0.0,0.0,5.0,3.63,24.0,180.0,328.0,61.0,3.16,0.142,0.013,13.0,0.0,0.085,0.17,2.6,0.433,0.152,9.0,0.0,9.0,9.0,0.26,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.48,0.4,73.0,85.0,4,0.0,78.63633716364201,0
17272,521,55.95,266,26.97,16.77,0.89,0.0,0.0,0.0,9.0,0.77,20.0,191.0,272.0,65.0,3.64,0.071,0.008,11.0,0.0,0.054,0.296,7.981,1.03,0.261,13.0,0.0,13.0,13.0,1.33,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.55,8.012,1.12,113.0,85.0,4,7.0,75.87346745002391,0
